Scientific name,Name status,Group,Source database
"Celleporina  bilabiata    (Busk, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  boryi    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  caliciformis    (Lamouroux, 1816)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  caminata    (Waters, 1879)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  canariensis    Aristegui, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  cochlearia    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  conescharellinoides    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  costata    (MacGillivray, 1869)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  costazii    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  decipiens    Hayward, 1976","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  derungsi    Souto, Reverter-Gil & Fernández-Pulpeiro, 2010","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  diota    Marcus, 1938","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  excisa    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  fistulata    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  fragilis    Aristegui, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  fusiformis    Ikezawa & Mawatari, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  geminata    (Ortmann, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  globosa    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  grandis    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  granum    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  hainanica    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  hemiperistomata    (Gordon, 1984)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  irregulata    (Okada, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  kyurokushimaensis    Hayami, 1973","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  labiata    Aristegui, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  lacrimula    Hayward, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  langei    (Marcus, 1939)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  longirostris    (MacGillivray, 1885)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  lucida    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  mangnevillana    (Lamouroux, 1816)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  minima    Grischenko, Dick & Mawatari, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  munita    (MacGillivray, 1885)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  nordenskjoldi    (Kluge, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  parvula    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  perplexa    (Harmer, 1957)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  pisiformis    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  pisiformis  sinensis  Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  platalea    (MacGillivray, 1869)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  podistra    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  porosissima    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  procumbens    (Osburn, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  protainii    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  proximalis    (Uttley & Bullivant, 1972)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  pygmaea    (Norman, 1868)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  radiata    (Ortmann, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  reginae    Ryland & Hayward, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  robertsoniae    (Canu & Bassler, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  rostellata    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  rota    (MacGillivray, 1885)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  serrirostrata    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  sinica    Liu, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  sinuata    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  siphuncula    Hayward & McKinney, 2002","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  solida    Florence, Hayward & Gibbons, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  souleae    Morris, 1979","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  spatula    (MacGillivray, 1887)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  surcularis    (Packard, 1863)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  tiara    (MacGillivray, 1887)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  tropica    Hayward, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  tubulata    (Uttley & Bullivant, 1972)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  tubulosa    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  umbonata    Ikezawa & Mawatari, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  ventricosa    (Lorenz, 1886)","accepted name","Animalia","WoRMS Bryozoa"
"Celleporina  wellingtonensis    Gordon, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Cephaloalcyonidium  morchellanum    d'Hondt, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  acanthina    (Lamouroux, 1825)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  albispina    (MacGillivray, 1882)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  capensis    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  ciliata    (MacGillivray, 1869)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  familiaris    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  granulosa    Gordon, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  infundibulata    d'Hondt, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  judex    (Kirkpatrick, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  multispinosa    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  polygonia    Kluge, 1914","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  septispina    Florence, Hayward & Gibbons, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  setigera    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperia  varians    (O'Donoghue & O'Donoghue, 1923)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  annulus    (Manzoni, 1870)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  arcifera    Levinsen, 1909","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  bilaminata    Waters, 1898","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  bispinosa    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  boninensis    (Silén, 1941)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  californica    (Osburn, 1950)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  cervicornis    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  chelata    Fernandez Pulpeiro & Reverter Gil, 1998","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  colensoi    (Brown, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  condylata    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  cristata    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  cylindracea    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  erecta    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  galeata    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  galeata  inermis  (O'Donoghue, 1924)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  gaussi    (Kluge, 1914)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  harmeri    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  hirsuta    Reverter-Gil, Souto & Fernández-Pulpeiro, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  incognita    Gordon, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  indefensa    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  intermediata    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  lanceola    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  longispina    (Osburn, 1950)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  multifida    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  orbiculata    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  patula    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  patulosa    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  paulensis    (Kluge, 1914)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  propinqua    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  protecta    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  quadrispina    (Soule, 1959)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  quadrispinosa    (Kluge, 1914)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  rotundata    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  rubida    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  serrata    (Uttley & Bullivant, 1972)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  serrata  biporosa  (Uttley & Bullivant, 1972)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  signyensis    Hayward, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  spiculata    Uttley, 1949","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  splendida    Gordon, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  stephensoni    (O'Donoghue & de Watteville, 1935)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  tintinnabula    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  transversalis    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  tropica    (Waters, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis  uttleyi    Gordon, 1992","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis (Clipeochaperia) chathamensis    Uttley & Bullivant, 1972","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis (Clipeochaperia) frontalis    (Osburn, 1950)","accepted name","Animalia","WoRMS Bryozoa"
"Chaperiopsis (Clipeochaperia) funda    Uttley & Bullivant, 1972","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  areolatum    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  biavicularium    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  cribritheca    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  gilchristi    Cook, 1966","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  glabrum    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  harmeri    (Cadee, 1987)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  latisinuatum    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  longitudinale    (Harmer, 1957)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  mamillatum    (Seguenza, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  microrhyncha    Marcus, 1922","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  parvum    Gordon & d'Hondt, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  peristomarium    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  protrusum    (Thornely, 1905)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  rotundorum    (Norman, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  strangulatum    (Calvet, 1906)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  suluense    (Soule, Soule & Chaney, 1991)","accepted name","Animalia","WoRMS Bryozoa"
"Characodoma  tuberculatum    (Osburn, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Charixa  burdonaria    Taylor, Lazo & Aguirre-Urreta, 2008","accepted name","Animalia","WoRMS Bryozoa"
"Chartella  barleei    (Busk, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Chartella  elongata    Cook, 1968","accepted name","Animalia","WoRMS Bryozoa"
"Chartella  notialis    Hayward & Winston, 1994","accepted name","Animalia","WoRMS Bryozoa"
"Chartella  papyracea    (Ellis & Solander, 1786)","accepted name","Animalia","WoRMS Bryozoa"
"Chartella  papyrea    (Pallas, 1766)","accepted name","Animalia","WoRMS Bryozoa"
"Chartella  tenella    (Hincks, 1887)","accepted name","Animalia","WoRMS Bryozoa"
"Cheilonella  bathyalis    d'Hondt & Schopf, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Cheilopora  grandis    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Cheilopora  inermis    (Busk, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Cheilopora  praelonga    (Hincks, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Cheilopora  praelucida    (Hincks, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Cheilopora  sincera    (Smitt, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Cheiloporina  circumcincta    (Neviani, 1896)","accepted name","Animalia","WoRMS Bryozoa"
"Cheiloporina  filamentosa    (Kirkpatrick, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Cheiloporina  flava    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Cheiloporina  haddoni    (Harmer, 1902)","accepted name","Animalia","WoRMS Bryozoa"
"Cheiloporina  malayana    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Cheiloporina  scopulifera    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Chelidozoum  binarium    Gordon & d'Hondt, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Chelidozoum  pararium    Gordon & d'Hondt, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Chelidozoum  quinarium    Gordon & d'Hondt, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Chelidozoum  ternarium    Gordon & d'Hondt, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Chevron  prestoni    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Chevron  winifredae    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  daedala    (MacGillivray, 1887)","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  dissidens    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  duplicata    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  enigma    Brown, 1954","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  exuberans    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  gabrieli    Stach, 1937","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  longaevitas    Powell, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  splendida    (Livingstone, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  umbonata    Gordon, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Chiastosella  watersi    Stach, 1937","accepted name","Animalia","WoRMS Bryozoa"
"Chlidonia  japonica    (Mawatari, 1964)","accepted name","Animalia","WoRMS Bryozoa"
"Chlidonia  pyriformis    (Bertoloni, 1810)","accepted name","Animalia","WoRMS Bryozoa"
"Chlidoniopsis  inflata    Harmer, 1957","accepted name","Animalia","WoRMS Bryozoa"
"Chondriovelum  adeliense    (Livingstone, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Chondriovelum  angustilobata    (Moyano, 1974)","accepted name","Animalia","WoRMS Bryozoa"
"Chorizopora  atrox    d'Hondt, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Chorizopora  brongniartii    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Chorizopora  ferocissima    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Chorizopora  papillata    Powell, 1967","accepted name","Animalia","WoRMS Bryozoa"
"Chorizopora  spicata    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Chorizopora  spinosa    Kirkpatrick, 1890","accepted name","Animalia","WoRMS Bryozoa"
"Chronocerastes  otakauensis    (Brown, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Cigclisula  areolata    (Kirkpatrick, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Cigclisula  cautium    Hastings, 1932","accepted name","Animalia","WoRMS Bryozoa"
"Cigclisula  fissurata    (Ortmann, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Cigclisula  fruticosa    Hayward & Ryland, 1995","accepted name","Animalia","WoRMS Bryozoa"
"Cigclisula  occlusa    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Cigclisula  porosa    (Canu & Bassler, 1930)","accepted name","Animalia","WoRMS Bryozoa"
"Cigclisula  psammophila    (Winston & Håkansson, 1986)","accepted name","Animalia","WoRMS Bryozoa"
"Cigclisula  rogickae    (Soule, 1961)","accepted name","Animalia","WoRMS Bryozoa"
"Cinctipora  elegans    Hutton, 1873","accepted name","Animalia","WoRMS Bryozoa"
"Claviporella  aurita    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Claviporella  geminata    (Wyville Thomson, 1858)","accepted name","Animalia","WoRMS Bryozoa"
"Claviporella  imperforata    MacGillivray, 1887","accepted name","Animalia","WoRMS Bryozoa"
"Claviporella  pulchra    MacGillivray, 1887","accepted name","Animalia","WoRMS Bryozoa"
"Claviporella  pusilla    (Wilson, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Clavodesia  clavula    (Hayward, 1978)","accepted name","Animalia","WoRMS Bryozoa"
"Clavopora  hystricis    (Busk, 1874)","accepted name","Animalia","WoRMS Bryozoa"
"Cleidochasma  affinis    (Milne Edwards, 1836)","accepted name","Animalia","WoRMS Bryozoa"
"Cleidochasma  granifera    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Cleidochasma  strangulatum    (Calvet, 1906)","accepted name","Animalia","WoRMS Bryozoa"
"Cleidochasma  verrucosa    Canu & Bassler, 1929","accepted name","Animalia","WoRMS Bryozoa"
"Cleidochasmidra  portisi    (Neviani, 1895)","accepted name","Animalia","WoRMS Bryozoa"
"Coelocaulis  hyale    (Hall, 1874)","accepted name","Animalia","WoRMS Bryozoa"
"Colatooecia  serrulata    (Smitt, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Coleopora  americana    Osburn, 1940","accepted name","Animalia","WoRMS Bryozoa"
"Coleopora  lagena    Lu, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Coleopora  seriata    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
